,Episode,Description,Link
81,Mike Phillips — How to Save a Species (#383),"Illustration via 99designs Michael Novogratz (@novogratz) is the founder and CEO of Galaxy Digital. He was formerly a partner and president of Fortress Investment Group, LLC. Prior to Fortress, Michael spent 11 years at Goldman Sachs, where he was elected partner in 1998. Michael served on the Federal Reserve Bank…",https://tim.blog/2019/08/21/mike-phillips/
82,"Safi Bahcall — On Hypnosis, Conquering Insomnia, Incentives, and More (#382)","Safi Bahcall (@SafiBahcall) is the author of Loonshots: How to Nurture the Crazy Ideas that Win Wars, Cure Diseases, and Transform Industries, which debuted #3 on Wall Street Journal’s bestseller list. Loonshots describes what an idea from physics tells us about the behavior of groups and how teams, companies, and nations can use that to innovate faster and better.",https://tim.blog/2019/08/16/safi-bahcall/
83,Charles Koch — CEO of Koch Industries (#381),"Photo by Daniel Park ""If you don't know what you're doing, you can be very creative about it.""— Richard Koch Richard Koch (@RichardKoch8020) is an entrepreneur, investor, former strategy consultant, and author of several books on business and ideas, including four on how to apply the 80/20 principle in all…",https://tim.blog/2019/08/11/charles-koch/
84,Ed Zschau — The Polymath Professor Who Changed My Life (#380),"""All the pieces are coming together here!"" — Cal Fussman I've interviewed legendary storyteller Cal Fussman (@calfussman) on this show before (here and here), but this time the roles are reversed, and he interviews me! If you are not yet familiar with Cal, he is a New York Times bestselling…",https://tim.blog/2019/08/01/ed-zschau/
85,Dita Von Teese — The Queen of Burlesque (#379),"Dita Von Teese (@DitaVonTeese) is the biggest name in burlesque in the world since Gypsy Rose Lee and is credited with bringing the art form back into the spotlight. She is renowned for her iconic martini glass act and dazzling haute-couture striptease costumes adorned with hundreds of thousands of Swarovski crystals. This “Burlesque Superheroine” (Vanity Fair) is the performer of choice at high-profile events for designers such as Marc Jacobs, Christian Louboutin, Louis Vuitton, Chopard, and Cartier. She is the author of the New York Times bestseller Your Beauty Mark: The Ultimate Guide to Eccentric Glamour and has a namesake lingerie collection available internationally at prominent retailers. You can join Dita on one of her upcoming tour dates in 2019 and 2020 or at her “Weekend of Glamour” event on August 24th and 25th.",https://tim.blog/2019/07/28/dita-von-teese-interview/
86,"Nick Norris — Navy SEAL and Athlete on Training, Post-Traumatic Growth, and Healing (#378)","Nick Norris (@nick_norris1981) is a graduate of both the United States Naval Academy and Basic Underwater Demolition / SEAL (BUD/S) Class 247. Upon completion of SEAL training in 2004, Nick assumed progressively higher positions of leadership within Naval Special Warfare. His deployed roles included combat advisor to Iraqi and Afghan military units, Cross Functional Team Leader, and Ground Force Commander during combat operation in both Iraq and Afghanistan.",https://tim.blog/2019/07/18/nick-norris/
87,"Psychedelics — Microdosing, Mind-Enhancing Methods, and More (#377)","""An overactive ego is a tyrant."" - Michael Pollan Michael Pollan (@michaelpollan) is the author of seven previous books, including Cooked, Food Rules, In Defense of Food, The Omnivore's Dilemma, and The Botany of Desire, all of which were New York Times bestsellers. A longtime contributor to The New York…",https://tim.blog/2019/07/15/psychedelics-microdosing-mind-enhancing-methods/
88,Why I’m Stopping the Fan-Supported Podcast Experiment,No description for the person found,https://tim.blog/2019/07/11/why-im-stopping-the-fan-supported-podcast-experiment/
89,Josh Waitzkin — How to Cram 2 Months of Learning into 1 Day (#375),No description for the person found,https://tim.blog/2019/06/27/josh-waitzkin/
90,"Chip Conley — Building Empires, Tackling Cancer, and Surfing the Liminal (#374)","At age 52, after selling the company he founded and ran as CEO for 24 years, rebel boutique hotelier Chip Conley (@chipconley) was looking for a new chapter in life. Then he received a call from the young founders of Airbnb, asking him to help grow their disruptive start-up into a global hospitality giant. He became their head of global hospitality and strategy.",https://tim.blog/2019/06/20/chip-conley/
91,Jerry Colonna — The Coach with the Spider Tattoo (#373),"Jerry Colonna (@jerrycolonna) is the CEO and cofounder of Reboot.io, an executive coaching and leadership development firm dedicated to the notion that better humans make better leaders.",https://tim.blog/2019/06/11/jerry-colonna/
92,"Julie Rice — Co-Founding SoulCycle, Taming Anxiety, and Mastering Difficult Conversations (#372)",Julie Rice (@julierice_) is an entrepreneur best known for co-founding the fitness phenomenon SoulCycle. Julie served as Co-CEO at SoulCycle from 2006 to 2015 before joining WeWork in November 2017.,https://tim.blog/2019/05/30/julie-rice/
93,"Ramit Sethi — Automating Finances, Negotiating Prenups, Disagreeing with Tim, and More (#371)","Ramit Sethi, (@ramit) author of the New York Times bestseller I Will Teach You To Be Rich, has become a financial guru to millions of readers in their twenties, thirties, and forties. He started his website, iwillteachyoutoberich.com, as a Stanford undergraduate in 2004, and he now hosts over a million readers per month on his blog, newsletter, and social media.",https://tim.blog/2019/05/07/ramit-sethi/
94,"Adam Savage on Great Tools, Great Projects, and Great Lessons (#370)",Adam Savage (TW: @donttrythis IG: @therealadamsavage FB: therealadamsavage) has spent his life gathering skills that allow him to take what’s in his brain and make it real. He’s built everything from ancient Buddhas and futuristic weapons to fine-art sculptures and dancing vegetables.,https://tim.blog/2019/04/30/adam-savage/
95,"Kevin Systrom — Tactics, Books, and the Path to a Billion Users (#369)","Kevin Systrom (@kevin) is an entrepreneur and the co-founder (with Mike Krieger) of Instagram. While at Instagram, Kevin served as the CEO, where he oversaw the company’s vision and strategy and daily operations. Under his leadership, Instagram grew to over one billion users and launched dozens of products including video, live, direct messaging, creative tools, Stories, and IGTV.",https://tim.blog/2019/04/25/kevin-systrom/
96,"Amanda Palmer on Creativity, Pain, and Art (#368)","Amanda Palmer (@amandapalmer) is a singer, songwriter, playwright, pianist, author, director, blogger, and ukulele enthusiast who simultaneously embraces and explodes traditional frameworks of music, theatre, and art. She first came to prominence as one half of the Boston-based punk cabaret duo The Dresden Dolls, earning global applause for their inventive songcraft and wide-ranging theatricality.",https://tim.blog/2019/04/18/amanda-palmer-2/
97,Eric Schmidt — Lessons from a Trillion-Dollar Coach (#367),"Eric Schmidt (@ericschmidt) is Technical Advisor and Board Member to Alphabet Inc., where he advises its leaders on technology, business and policy issues. Eric joined Google in 2001 and helped grow the company from a Silicon Valley startup to a global leader in technology. He served as Google’s Chief Executive Officer from 2001-2011, and Executive Chairman 2011-2018, alongside founders Sergey Brin and Larry Page.",https://tim.blog/2019/04/09/eric-schmidt/
98,Neil Gaiman — The Interview I've Waited 20 Years to Do (#366),"Neil Gaiman (@neilhimself) is the bestselling author and creator of books, graphic novels, short stories, film and television for all ages, including Neverwhere, Coraline, The Graveyard Book, The Ocean at the End of the Lane, The View from the Cheap Seats and the Sandman series of graphic novels. His fiction has received Newbery and Carnegie Medals, and Hugo, Nebula, World Fantasy, Bram Stoker, and Will Eisner Awards, among many other awards and honors.",https://tim.blog/2019/03/28/neil-gaiman/
99,Michael Pollan — Exploring the Frontiers of Psychedelics (#365),"Michael Pollan (@michaelpollan) is the author of seven previous books, including Cooked, Food Rules, In Defense of Food, The Omnivore’s Dilemma, and The Botany of Desire, all of which were New York Times bestsellers. A longtime contributor to The New York Times Magazine, he also teaches writing at Harvard and the University of California, Berkeley where he is the John S. and James L. Knight Professor of Science Journalism. In 2010, TIME magazine named him one of the 100 most influential people in the world.",https://tim.blog/2019/03/21/michael-pollan-sxsw/
100,"Safi Bahcall — On Thinking Big, Curing Cancer, and Transforming Industries (#364)","Safi Bahcall (@SafiBahcall) is the author of Loonshots: How to Nurture the Crazy Ideas that Win Wars, Cure Diseases, and Transform Industries. Loonshots describes what an idea from physics tells us about the behavior of groups and how teams, companies, and nations can use that to innovate faster and better. It has been selected for The Washington Post‘s 10 Leadership Books to Watch for in 2019, Inc.‘s 10 Business Books You Need to Read in 2019, and Business Insider‘s 14 Books Everyone Will Be Reading in 2019.",https://tim.blog/2019/03/15/safi-bahcall-loonshots/
101,"Tea Time with Tim — How to Find Mentors, Decrease Anxiety Through Training, and Much More (#363)","Illustration via 99designs ""There is a natural skepticism that you develop as a journalist, which I think is important. But oftentimes that develops into cynicism.""— Guy Raz Guy Raz (@guyraz) is the Michael Phelps of podcasting. He's the creator and host of the popular podcasts How I Built This, Wisdom…",https://tim.blog/2019/03/11/tea-time-with-tim/
102,Graham Duncan — Talent Is the Best Asset Class (#362),"Graham Duncan (@GrahamDuncanNYC) is the co-founder of East Rock Capital, a multi-family office investment firm that manages $2 billion for a small number of families and their charitable foundations.",https://tim.blog/2019/02/28/graham-duncan/
103,Jim Collins — A Rare Interview with a Reclusive Polymath (#361),"Smart and interesting conversation. Inspiration and many ideas to reflect upon. Thanks, @TimFerriss @JimCollins",https://tim.blog/2019/02/18/jim-collins/
104,Caterina Fake — The Outsider Who Built Giants (#360),"Caterina Fake (@caterina) is a long-time Silicon Valley pioneer. She is a co-founder of Yes VC, a pre-seed and seed-stage fund investing in ideas that elevate our collective humanity. Previously, she worked at Founder Collective as a founder partner, served as chair of Etsy, and was a co-founder of Flickr.",https://tim.blog/2019/02/14/caterina-fake/
105,Tobi Lütke — From Snowboard Shop to Billion-Dollar Company (#359),"Tobi Lütke (@tobi) is the founder and Chief Executive Officer of Shopify. In 2004, Tobi began building software to launch an online snowboard store called Snowdevil. It quickly became obvious that the software was more valuable than the snowboards, so Tobi and his founding team launched the Shopify platform in 2006. He has served as CEO since 2008 at the company’s headquarters in Ottawa, Canada.",https://tim.blog/2019/02/07/tobi-lutke-shopify/
106,Ken Block — The Art of Marketing with a DC Shoes and Gymkhana Legend (500M+ views) (#358),Ken Block (@kblock43 on IG and TW) is a co-founder of DC Shoes and a professional rally driver with the Hoonigan Racing Division.,https://tim.blog/2019/01/31/ken-block-gymkhana/
107,Susan Cain — How to Overcome Fear and Embrace Creativity (#357),"Susan Cain (@susancain) is the author of the bestsellers Quiet Power: The Secret Strengths of Introverts and Quiet: The Power of Introverts in A World That Can’t Stop Talking, the latter of which has been translated into more than 40 languages. Quiet is in its seventh year on The New York Times Best Sellers list, and it was named the number one best book of the year by Fast Company magazine, which also named Susan one of its Most Creative People in Business.",https://tim.blog/2019/01/24/susan-cain/
108,"Peter Mallouk — Exploring the Worlds of Investing, Assets, and Quality of Life (#356)","Peter Mallouk (@PeterMallouk) is the President of Creative Planning, one of the largest independent wealth management firms in America.",https://tim.blog/2019/01/17/peter-mallouk/
109,Greg McKeown — How to Master Essentialism (#355),"Greg McKeown (@GregoryMcKeown) is the author of the New York Times bestseller, Essentialism: The Disciplined Pursuit of Less and the founder of McKeown, Inc, a company with a mission to teach Essentialism to millions of people around the world. Their clients include Adobe, Apple, Airbnb, Cisco, Google, Facebook, Pixar, Salesforce.com, Symantec, Twitter, VMware and Yahoo!, among others. Greg is an accomplished public speaker and has spoken to hundreds of audiences around the world, and in 2012, he was named a Young Global Leader by the World Economic Forum.",https://tim.blog/2019/01/09/greg-mckeown-essentialism/
110,How to Generate 8-Figure Revenue at Age 21 (Or Any Age) — Real 4-Hour Workweek Case Studies (#354),"Also joining us in this special episode is Elaine Pofeldt (@elainepofeldt), an independent journalist and speaker who specializes in careers and entrepreneurship. She is the author of The Million-Dollar, One-Person Business: Make Great Money. Work the Way You Like. Have the Life You Want, in which she looks at how entrepreneurs are scaling to $1 million in revenue prior to hiring employees.",https://tim.blog/2018/12/27/4-hour-workweek-case-study-benitago-group/
111,Patrick Collison — CEO of Stripe (#353),"Patrick Collison (@patrickc) is chief executive officer and co-founder of Stripe, a technology company that builds economic infrastructure for the internet.",https://tim.blog/2018/12/20/patrick-collison/
112,Dr. Peter Attia vs. Tim Ferriss (#352),"Dr. Peter Attia (TW: @PeterAttiaMD, IG: @peterattiamd, peterattiamd.com) is a former ultra-endurance athlete (e.g., swimming races of 25 miles), a compulsive self-experimenter, and one of the most fascinating human beings I know. He is one of my go-to doctors for anything performance or longevity-related. He is also easily the best quarterback and sherpa for the US medical system I’ve ever met.",https://tim.blog/2018/12/13/peter-attia-vs-tim-ferriss/
113,"Real 4-Hour Workweek Case Studies — Allen Walton and SpyGuy, The Path to Seven Figures (#351)","First is Allen Walton (@allenthird), founder of SpyGuy, an online security store based in the Dallas, Texas area. Walton struggled in high school and spent a few years playing video games before his mom made him apply for a job at a local surveillance chain, where he worked from 2009-2011. He became interested in starting his own business after being exposed to The 4-Hour Workweek. In 2014, he went out on his own and started SpyGuy, his current business. He built the business to $1 million in revenue on his own, relying on what he learned in books and podcasts, and it now brings in seven-figure revenue with five employees.",https://tim.blog/2018/12/10/allen-walton-4-hour-workweek-case-study/
114,"Dr. Andrew Weil — Optimal Health, Plant Medicine, and More (#350)","Andrew Weil, M.D. (@DrWeil) is a world-renowned leader and pioneer in the field of integrative medicine.",https://tim.blog/2018/12/06/dr-andrew-weil/
115,"LeBron James and His Top-Secret Trainer, Mike Mancias (#349)","LeBron James (@KingJames) is widely considered one of the greatest athletes of his generation and regarded by some as the best basketball player of all time. James’ accomplishments on the court include four NBA Most Valuable Players Awards, three NBA Championships and three NBA Finals MVP Awards, two Olympic gold medals, and an NBA scoring title. He is the all-time NBA playoffs scoring leader and has amassed fourteen NBA All-Star game appearances, twelve All-NBA First Team selections, and five All-Defensive First Team honors.",https://tim.blog/2018/11/27/lebron-james-mike-mancias/
116,Dave Elitch — How to Get Out of Your Own Way (#348),"Dave Elitch (IG: @daveelitch) first garnered attention with his band Daughters of Mara’s debut album I am Destroyer in 2007, but his time touring with the American progressive rock band The Mars Volta in 2009-2010 is what really put him on the map. He has since worked with Miley Cyrus, Justin Timberlake, M83, The 1975, Juliette Lewis, Big Black Delta, as well as many others.",https://tim.blog/2018/11/26/dave-elitch/
117,"Stan Grof, Lessons from ~4,500 LSD Sessions and Beyond (#347)","Photo courtesy of MAPS Rick Doblin, PhD, (@rickdoblin) is the founder and executive director of the Multidisciplinary Association for Psychedelic Studies (MAPS). He received his doctorate in public policy from Harvard's Kennedy School of Government, where he wrote his dissertation on the regulation of the medical uses of psychedelics and…",https://tim.blog/2018/11/20/stan-grof/
118,"James Cameron and Suzy Amis Cameron — How to Think Big, Start Small, and Change the World (#346)","James Cameron (@jimcameron) is a filmmaker and deep sea explorer. He is writer, director and producer of The Terminator, Aliens, The Abyss, Terminator 2, True Lies, Titanic, and Avatar. Both Titanic and Avatar (the highest grossing film of all time) won the Golden Globe for Best Director and Best Picture and were nominated for a record number of awards. Cameron was also at the vanguard of the 3D renaissance, developing cutting edge 3D camera systems. As an explorer, in 2012, Cameron set the world’s solo deep diving record of 35,787′ in the Challenger Deep in a vehicle of his own design.",https://tim.blog/2018/11/12/james-cameron-suzy-amis-cameron/
119,Doug McMillon — CEO of Walmart (#345),"Doug McMillon (IG: @dougmcmillon) is president and chief executive officer of Walmart, a company that, if it were a country, would be the 25th largest economy in the world. Walmart serves 265 million customers weekly in 27 countries across more than 11,000 stores and online, and the company employs roughly 2.2 million associates worldwide, which would equate to the second largest army in the world (behind China) if it were tasked with defending that 25th largest economy.",https://tim.blog/2018/11/08/doug-mcmillon-ceo-of-walmart/
120,A.J. Jacobs — 10 Strategies to Be Happier Through Gratitude (#344),"A.J. Jacobs (@ajjacobs) takes over the show for a special episode. A.J. is a kindred guinea pig of self-experimentation who chronicles his shenanigans in books that seem to keep winding up as New York Times best sellers. The Know-It-All was about his quest to learn everything in the world. In The Year of Living Biblically, he tried to follow all the rules of the Bible as literally as possible. Drop Dead Healthy followed his well- (and ill-) advised experiments to become the healthiest person alive. My Life as an Experiment is about exactly what it sounds like, and It’s All Relative aimed to connect all of humanity in one family tree.",https://tim.blog/2018/11/05/a-j-jacobs/
121,"Seth Godin on How to Say “No,” Market Like a Professional, and Win at Life (#343)","Seth Godin (@thisissethsblog, seths.blog) is the author of 18 bestselling books that have been translated into more than 35 languages. He was inducted into the Direct Marketing Hall of Fame in 2013 and has founded several companies, including Yoyodyne and Squidoo. His blog (which you can find by typing “Seth” into Google) is one of the most popular in the world.",https://tim.blog/2018/11/01/seth-godin-this-is-marketing/
122,"Sam Harris, Ph.D. — How to Master Your Mind (#342)","Sam Harris (@SamHarrisOrg) received a degree in philosophy from Stanford University and a Ph.D in neuroscience from UCLA. Sam is the host of the Waking Up podcast, and he is the author of multiple books including The End of Faith, Letter to a Christian Nation, The Moral Landscape, Free Will, Lying, Waking Up, and Islam and the Future of Tolerance (with Maajid Nawaz).",https://tim.blog/2018/10/29/sam-harris-waking-up/
123,"Nick Kokonas — How to Apply World-Class Creativity to Business, Art, and Life (#341)","Nick Kokonas (IG: @nkokonas, TW: @NickKokonas) is the co-owner and co-founder of The Alinea Group of restaurants, which includes Alinea, Next, The Aviary, Roister, and The Aviary NYC. He is also the founder and CEO of Tock, Inc, a reservations and CRM system for restaurants with more than 2.5M diners and clients in more than 20 countries.",https://tim.blog/2018/10/18/nick-kokonas/
124,Paul Stamets — How Mushrooms Can Save You and (Perhaps) the World (#340),"Paul Stamets (@PaulStamets) is an intellectual and industry leader in the habitat, medicinal use, and production of fungi. Part of his mission is to deepen our understanding and respect for the organisms that literally exist under every footstep taken on this path of life. Paul is the author of a new study in Nature’s Scientific Reports, which details how mushroom extracts—specifically extracts from woodland polypore mushrooms—can greatly reduce viruses that contribute to bee colony collapse.",https://tim.blog/2018/10/11/paul-stamets/
125,"Samin Nosrat — Master Creative, Master Teacher (#339)","Samin Nosrat (@ciaosamin) is a writer, chef, and teacher who is masterful at turning complexity into simplicity. Her first book, Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking, is a New York Times bestseller, a James Beard Award winner for Best General Cookbook, was named as Cookbook of the Year by the International Association of Culinary Professionals, and is soon to be a Netflix original documentary series produced by Jigsaw Productions.",https://tim.blog/2018/10/01/samin-nosrat/
126,Howard Marks — How to Invest with Clear Thinking (#338),"Howard Marks (@howardmarksbook) is co-chairman and co-founder of Oaktree Capital Management, a leading investment firm with more than $120 billion in assets. He is the author of the new book Mastering the Market Cycle: Getting the Odds on Your Side, and his previous book on investing, The Most Important Thing: Uncommon Sense for the Thoughtful Investor, was a critically acclaimed bestseller. Warren Buffett has written of Howard Marks: “When I see memos from Howard Marks in my mail, they’re the first thing I open and read. I always learn something.” Marks holds a B.S.Ec. degree from the Wharton School of the University of Pennsylvania with a major in finance and an M.B.A. in accounting and marketing from the University of Chicago.",https://tim.blog/2018/09/25/howard-marks/
127,All Transcripts from The Tim Ferriss Show!,"Illustration via 99designs ""Win the respect of people you respect, and you can forget the rest.""Rabbi Lord Jonathan Sacks Rabbi Lord Jonathan Sacks (@RabbiSacks) is an international religious leader, philosopher, and respected moral voice. He was the chief rabbi of the UK and Commonwealth from 1991 to 2013 and the…",https://tim.blog/2018/09/20/all-transcripts-from-the-tim-ferriss-show/
128,"Hamilton Morris on Better Living Through Chemistry: Psychedelics, Smart Drugs, and More (#337)","Hamilton Morris (TW: @hamiltonmorris, IG: @hamiltonmorris) is a writer, documentarian, and scientific researcher who currently studies the chemistry and pharmacology of tryptamines at the University of the Sciences in Philadelphia.",https://tim.blog/2018/09/20/hamilton-morris/
129,Scott Belsky — How to Conquer the Messy Middle (#336),"Scott Belsky (@scottbelsky) is an entrepreneur, author, investor, Chief Product Officer of Adobe, and venture partner with venture capital firm Benchmark. Scott co-founded Behance in 2006 and served as CEO until Adobe acquired the company in 2012. Millions of people use Behance to display their portfolios, as well as track and find top talent across the creative industries.",https://tim.blog/2018/09/13/scott-belsky/
130,The Life Lessons and Success Habits of Four Presidents — Doris Kearns Goodwin (#335),"Doris Kearns Goodwin (@DorisKGoodwin) is a biographer, historian, and political commentator who found her curiosity about leadership sparked more than half century ago as a professor at Harvard. Her experiences working for LBJ in the White House and later assisting him on his memoirs led to her first book, Lyndon Johnson and the American Dream. She followed up with the Pulitzer Prize-winning No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II. She earned the Lincoln Prize for the runaway bestseller Team of Rivals, the basis for Steven Spielberg’s award-winning film Lincoln, and the Carnegie Medal for The Bully Pulpit, the chronicle of the friendship between Theodore Roosevelt and William Howard Taft.",https://tim.blog/2018/09/07/doris-kearns-goodwin-leadership/
131,Drew Houston — The Billionaire Founder of Dropbox (#334),"Drew Houston (@DrewHouston) is co-founder and CEO of Dropbox. Since founding the company in 2007 with Arash Ferdowsi, Drew has led the company’s growth from a simple idea to a service used by 500 million people around the world.",https://tim.blog/2018/08/27/drew-houston/
132,"Random Show — Fasting, Biohacking, and Tony Robbins (#333)","Serial entrepreneur, world-class investor, eagle scout, and all around wild and crazy guy Kevin Rose (@KevinRose), rejoins me for another episode of The Random Show. We discuss Kevin’s new diet obsession that may just save his life for many decades to come, fatherhood, minimalism, lifetime learning, ways to dial back alcohol consumption, lessons learned from Tony Robbins, most recommended books, and much more.",https://tim.blog/2018/08/17/random-show-fasting-biohacking-and-tony-robbins/
133,"Coach George Raveling — A Legend on Sports, Business, and The Great Game of Life (#332)","Coach George Raveling (@GeorgeRaveling) is an 80-year-old living legend and Nike’s former Director of International Basketball. Coach Raveling was the first African American head basketball coach in the PAC-8 (now PAC-12), and he is often referred to as the “Human Google.”",https://tim.blog/2018/08/09/george-raveling/
134,Ann Miura-Ko — The Path from Shyness to World-Class Debater and Investor (#331),"Ann Miura-Ko (@annimaniac) has been called “the most powerful woman in startups” by Forbes and is a lecturer in entrepreneurship at Stanford. The child of a rocket scientist at NASA, Ann is a Palo Alto native and has been steeped in technology startups from when she was a teenager. Prior to co-founding Floodgate, she worked at Charles River Ventures and McKinsey and Company. Some of Ann’s investments include Lyft, Ayasdi, Xamarin, Refinery29, JoyRun, TaskRabbit, and Modcloth.",https://tim.blog/2018/08/02/ann-miura-ko/
135,"The Return of Drunk Dialing Q&A: How to Ask Better Questions, Take Better Risks, and More! (#330)","@Tim,",https://tim.blog/2018/07/30/the-return-of-drunk-dialing-better-questions-better-risks/
136,Jason Fried — How to Live Life on Your Own Terms (#329),"Jason Fried (@jasonfried) is the co-founder and CEO at Basecamp, and the co-author of Rework, Remote: Office Not Required, and Getting Real: The Smarter, Faster, Easier Way to Build a Successful Web Application. The upcoming It Doesn’t Have to Be Crazy at Work will be out later this year.",https://tim.blog/2018/07/23/jason-fried/
137,How to Say “No” Gracefully and Uncommit (#328),"This episode of The Tim Ferriss Show showcases two chapters from Essentialism: The Disciplined Pursuit of Less by Greg McKeown (@GregoryMcKeown), one of my favorite books of the past few years.",https://tim.blog/2018/07/19/essentialism/
138,"Aisha Tyler — How to Use Pain, Comedy, and Practice for Creativity (#327)","Aisha Tyler (@aishatyler on Twitter, Instagram, and Vimeo) is an award-winning director, actor, comedian, bestselling author, podcaster, and activist. She’s amazing. If you enjoyed my episodes with Brandon Stanton, Debbie Millman, or Adam Robinson, among others, you will love this one.",https://tim.blog/2018/07/16/aisha-tyler/
139,"Reid Hoffman of LinkedIn, Brian Chesky of Airbnb, and How to Scale to 100M+ Users (#326)","This episode is a showcase from Masters of Scale, one of the few podcasts I recommend repeatedly to entrepreneurs. It’s a conversation between LinkedIn co-founder Reid Hoffman (@reidhoffman) and Airbnb co-founder Brian Chesky (@bchesky), and it focuses on how you can scale your company by, paradoxically, doing things that don’t scale.",https://tim.blog/2018/07/11/how-to-scale-to-100-million-users/
140,"Lessons from Richard Branson, Tony Robbins, Ray Dalio, and Other Icons (#325)","""If [more] information was the answer, then we'd all be billionaires with perfect abs."" - Derek Sivers Derek Sivers(@sivers) is one of my favorite humans, and I call him often for advice. Think of him as a philosopher-king programmer, master teacher, and merry prankster. Originally a professional musician and circus…",https://tim.blog/2018/07/05/richard-branson-tony-robbins-ray-dalio-lessons/
141,Cal Fussman Corners Tim Ferriss (#324),"I’ve interviewed legendary storyteller Cal Fussman (@calfussman) on this show before (here and here), but this time the roles are reversed, and he interviews me!",https://tim.blog/2018/06/30/cal-fussman-corners-tim-ferriss/
142,Tim Ferriss Goes to Maximum Security Prison (#323),"If you’re interested in a similar prison visit after listening to this episode, Cat now has five more trips lined up. Simply email admin@cathoke.com for more details. If this episode moves you in any way, make sure to check out Defy and other groups doing this work and making an impact, like the Anti-Recidivism Coalition (ARC).",https://tim.blog/2018/06/25/tim-ferriss-goes-to-maximum-security-prison/
143,Adam Robinson — Outflanking and Outsmarting the Competition (#322),"Welcome to another episode of The Tim Ferriss Show, where I share the habits, tools and patterns of world-class performers. This special short episode features insights from Adam Robinson (@IAmAdamRobinson). His answers to my questions were highlighted in my most recent book, Tribe of Mentors.",https://tim.blog/2018/06/21/adam-robinson/
144,Brandon Stanton – The Story of Humans of New York and 25M+ Fans (#321),"Brandon Stanton (@humansofny) is the photographer behind Humans of New York. He attended the University of Georgia and worked as a bond trader in Chicago before moving to New York to pursue photography. Followed by over 25 million people on social media, Humans of New York features daily glimpses into the lives of strangers on the streets of New York City. It has been turned into two #1 New York Times bestselling books: Humans of New York and Humans of New York: Stories. In recent years, Brandon has expanded the blog to include stories from over thirty different countries, and was invited in 2015 to interview Barack Obama in the oval office. In 2017, Humans of New York was turned into a television series that is now available on Facebook Watch.",https://tim.blog/2018/06/18/brandon-stanton-humans-of-new-york/
145,The Art of Hospitality: An Interview With Entrepreneur and Hotelier Liz Lambert (#320),"Liz Lambert (@thelizlambert) first purchased a seedy motel on South Congress Avenue 23 years ago, and transformed it into Hotel San José, which has become known today as the quintessential “Austin” hotel. The success of Hotel San José, which sparked a revitalization in the city’s now thriving South Congress district, led her to launch Bunkhouse Group, a hospitality company founded on the pillars of design, music, and community-driven experiences.",https://tim.blog/2018/06/14/liz-lambert/
146,How to Succeed in High-Stress Situations (#319),"I’ve thought of several books over and over again during this period to cope. One of them was The Obstacle Is the Way: The Timeless Art of Turning Trials into Triumph by Ryan Holiday (@ryanholiday). It has helped me to turn problems upside-down, look at them through a different lens, and even uncover unique opportunities.",https://tim.blog/2018/06/10/how-to-succeed-in-high-stress-situations/
147,One-Person Businesses That Make $1M+ Per Year (#318),"Rather than re-editing the book and risking the loss of whatever made it work in the first place, I’d like to share case studies of people who have used it as a blueprint to build successful businesses as detailed in The Million-Dollar, One-Person Business by freelance journalist Elaine Pofeldt (@ElainePofeldt).",https://tim.blog/2018/06/07/one-person-businesses-that-make-1m-per-year/
148,Steve Jurvetson — The Midas Touch and Mind-Bending Futures (#317),"Steve Jurvetson (@jurvetson) is an early-stage venture capitalist with a focus on founder-led, mission-driven companies at the cutting edge of disruptive technology and new industry formation. Steve was the early VC investor in SpaceX, Tesla, Planet, Memphis Meats, Hotmail, and the deep learning companies Mythic and Nervana. He also led investments in startups that were acquired for $16 billion, and five that went public in successful IPOs.",https://tim.blog/2018/05/31/steve-jurvetson/
149,Whitney Wolfe Herd — Founder and CEO of Bumble (#316),"Whitney Wolfe Herd (@whitwolfeherd) is the founder and CEO of Bumble, one of the fastest-growing social networking apps in the world. She launched Bumble in 2014 as the only dating platform where women make the first move, and in three years, her vision has led to Bumble’s growth to more than 28 million users worldwide in 144 countries.",https://tim.blog/2018/05/25/whitney-wolfe-herd/
150,Lessons Learned Traveling The World (#315),No description for the person found,https://tim.blog/2018/05/17/lessons-learned-traveling-the-world/
151,Cindy Eckert — How to Sell Your Company For One Billion Dollars (#314),"Cindy Eckert (@cindypinkceo) is an entrepreneur with $1.5 billion in exits who currently serves as the founder and CEO of The Pink Ceiling, an investment firm and consulting enterprise nicknamed the Pinkubator with a mission to invest in, launch, and build other women-led or focused businesses. She believes that access to good advice alone is not enough to change the ratio of men to women in business, and that is why she personally invested more than $15 million in 2017 alone to support the development of nine portfolio companies.",https://tim.blog/2018/05/10/cindy-whitehead/
152,Michael Pollan — Exploring The New Science of Psychedelics (#313),"Michael Pollan (@michaelpollan) is the author of seven previous books, including Cooked, Food Rules, In Defense of Food, The Omnivore’s Dilemma, and The Botany of Desire, all of which were New York Times bestsellers. A longtime contributor to the New York Times Magazine, he also teaches writing at Harvard and the University of California, Berkeley where he is the John S. and James L. Knight Professor of Science Journalism. In 2010, TIME magazine named him one of the 100 most influential people in the world.",https://tim.blog/2018/05/06/michael-pollan-how-to-change-your-mind/
